date, pm10, o3, no2, so2
2015/1/14, 57, 22, 3, 1
2015/1/15, 5, 27, 3, 
2015/1/16, 13, 28, 6, 4
2015/1/17, 20, 11, 10, 5
2015/1/18, 32, 14, 6, 1
2015/1/19, 24, 17, 7, 2
2015/1/20, 22, 14, 12, 4
2015/1/21, 36, 8, 13, 9
2015/1/22, 61, 2, 10, 11
2015/1/23, 40, 11, 11, 8
2015/1/24, 35, 13, 11, 9
2015/1/25, 46, 16, 12, 7
2015/1/26, 66, 25, 6, 1
2015/1/27, 12, 24, 7, 2
2015/1/28, 14, 28, 3, 3
2015/1/29, 7, 26, 8, 6
2015/1/30, 13, 25, 6, 5
2015/1/31, 9, 31, 7, 4
2015/2/1, 17, 22, 10, 4
2015/2/2, 22, 25, 5, 3
2015/2/3, 12, 26, 9, 7
2015/2/4, 21, 11, 6, 11
2015/2/5, 55, , , 
2015/2/9, 14, 15, 5, 5
2015/2/10, 26, 16, 4, 5
2015/2/11, 29, 25, 2, 5
2015/2/12, 24, 28, 1, 7
2015/2/13, 15, , , 
2015/2/24, 21, 15, 12, 6
2015/2/25, 83, 20, 15, 5
2015/2/26, 26, 14, 14, 8
2015/2/27, 44, 13, 13, 7
2015/2/28, 47, 32, 7, 2
2015/3/1, 28, 29, 5, 5
2015/3/2, 7, 28, 5, 2
2015/3/3, 12, 30, 8, 2
2015/3/4, 82, 22, 9, 5
2015/3/5, 22, 23, 11, 7
2015/3/6, 48, 27, 9, 4
2015/3/7, 29, 38, 5, 3
2015/3/8, 16, 38, 5, 3
2015/3/9, 22, 34, 8, 7
2015/3/10, 30, 21, 11, 6
2015/3/11, 34, 21, 9, 3
2015/3/12, 30, 16, 11, 5
2015/3/13, 19, 12, 10, 4
2015/3/14, 25, 32, 5, 2
2015/3/15, 17, 34, 4, 1
2015/3/16, 17, 35, 5, 3
2015/3/17, 26, 36, 6, 4
2015/3/18, 27, 34, 7, 2
2015/3/19, 31, 32, 7, 3
2015/3/20, 29, 45, 7, 3
2015/3/21, 32, 26, 7, 4
2015/3/22, 30, 30, 9, 4
2015/3/23, 33, 44, 5, 6
2015/3/24, 32, 39, 4, 3
2015/3/25, 26, 33, 3, 2
2015/3/26, 13, 28, 8, 2
2015/3/27, 57, 19, 9, 4
2015/3/28, 27, 27, 5, 2
2015/3/29, 18, 34, 4, 2
2015/3/30, 5, 29, 5, 4
2015/3/31, 8, 31, 5, 4
2014/10/1, 25, 8, 7, 4
2014/10/2, 21, 12, 6, 5
2014/10/3, 28, 8, 6, 5
2014/10/4, 36, 3, 3, 4
2014/10/5, 19, 25, 3, 4
2014/10/6, 17, 25, 1, 5
2014/10/7, 19, 30, 2, 5
2014/10/8, 19, 34, 1, 5
2014/10/9, 15, 30, 5, 5
2014/10/10, 21, 28, 3, 4
2014/10/11, 21, 23, 4, 4
2014/10/12, 24, 23, 2, 4
2014/10/13, 20, 20, 3, 4
2014/10/14, 16, 15, 4, 3
2014/10/15, 8, , 3, 4
2014/10/16, 10, 10, 6, 5
2014/10/17, 14, 17, 5, 4
2014/10/18, 18, 31, 1, 4
2014/10/19, 7, 29, 3, 5
2014/10/20, 8, 23, 4, 5
2014/10/21, 10, 24, 3, 4
2014/10/22, 6, , , 
2014/10/24, 24, 16, 6, 5
2014/10/25, 33, 20, 3, 5
2014/10/26, 18, 13, 4, 4
2014/10/27, 15, 11, 10, 5
2014/10/28, 32, 20, 9, 6
2014/10/29, 30, 25, 7, 6
2014/10/30, 30, 14, 10, 7
2014/10/31, 40, 9, 6, 5
2014/11/1, 28, , , 
2014/11/3, 15, 35, 2, 5
2014/11/4, 22, 36, 2, 6
2014/11/5, 17, 31, 2, 6
2014/11/6, 15, 25, 2, 6
2014/11/7, 22, 18, 10, 6
2014/11/8, 25, 5, 9, 5
2014/11/9, 39, 27, 2, 5
2014/11/10, 26, 29, 1, 5
2014/11/11, 16, 29, 2, 6
2014/11/12, 16, 25, 10, 9
2014/11/13, 30, 4, 13, 6
2014/11/14, 58, 21, 4, 5
2014/11/15, 20, , , 
2014/11/17, 38, 3, 11, 6
2014/11/18, 46, 4, 11, 8
2014/11/19, 41, 1, 6, 6
2014/11/20, 17, 1, 8, 6
2014/11/21, 17, 5, 11, 7
2014/11/22, 44, 21, 2, 5
2014/11/23, 13, 17, 4, 6
2014/11/24, 23, 17, 7, 5
2014/11/25, 22, 23, 5, 6
2014/11/26, 19, 19, 8, 5
2014/11/27, 32, 7, 11, 10
2014/11/28, 63, , , 
2014/12/1, 57, 4, 13, 12
2014/12/2, 64, 3, 14, 13
2014/12/3, 95, 3, 13, 13
2014/12/4, 128, 3, 13, 11
2014/12/5, 112, 2, 13, 13
2014/12/6, 120, 2, 12, 18
2014/12/7, 93, 8, 11, 11
2014/12/8, 33, 18, 9, 9
2014/12/9, 29, 14, 15, 12
2014/12/10, 64, 19, 5, 6
2014/12/11, 13, 26, 3, 6
2014/12/12, 7, 26, 3, 7
2014/12/13, 13, 24, 3, 7
2014/12/14, 13, 24, 2, 8
2014/12/15, 12, 22, 3, 8
2014/12/16, 12, 20, 6, 6
2014/12/17, 15, 19, 4, 6
2014/12/18, 8, 12, 4, 5
2014/12/19, 3, , , 
2014/12/21, 12, 25, 2, 6
2014/12/22, 6, 21, 3, 7
2014/12/23, 8, 25, 2, 6
2014/12/24, 7, 25, 3, 7
2014/12/25, 10, 23, 4, 9
2014/12/26, 17, 16, 13, 14
2014/12/27, 54, 11, 12, 18
2014/12/28, 70, , , 
2014/9/15, 25, 21, 5, 3
2014/9/16, 30, 18, 6, 3
2014/9/17, 28, 36, 2, 4
2014/9/18, 21, 37, 2, 5
2014/9/19, 20, , , 
2014/9/22, 9, 22, 3, 4
2014/9/23, 10, 28, 3, 5
2014/9/24, 12, 29, 2, 5
2014/9/25, 10, 13, 7, 5
2014/9/26, 15, 8, 5, 5
2014/9/27, 14, , , 
2014/9/29, 11, 32, 4, 6
2014/9/30, 18, 12, 8, 4
2024/1/6, , 21, 7, 2
2023/4/1, , 19, 6, 1
2023/4/2, , 19, 6, 1
2022/9/25, , 16, 6, 2
2021/7/17, , 19, 2, 2
2021/3/20, , 21, 4, 4
2020/3/31, , 33, 5, 3
2019/12/31, , 19, 7, 5
2018/12/31, , 25, 3, 3
2018/7/29, , 46, 5, 3
2018/9/6, , 49, 4, 1
2018/6/27, , 17, , 1
2017/9/9, , 11, 3, 1
2016/1/2, , 14, 14, 15
2014/12/31, , 22, 7, 8
2015/2/8, , 25, 3, 5
2015/2/23, , 24, 9, 4
2014/10/23, , 12, 5, 4
2014/11/2, , 30, 2, 5
2014/11/16, , 17, 10, 5
2014/11/30, , 8, 12, 10
2014/12/20, , 25, 4, 9
2014/9/14, , 13, 5, 3
2014/9/21, , 27, 4, 4
2014/9/28, , 30, 1, 6
